state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_AZ,enrollmetric,pp_stloc_raw_AZ,pp_fed_raw_AZ,pp_total_raw_AZ,schoolstloc_raw_AZ,schoolfed_raw_AZ,schooltot_raw_AZ,pp_total_norm_NERDS,pppersonnel_raw_AZ,ppnonpersonnel_raw_AZ,ppperfed_raw_AZ,ppperstloc_raw_AZ,ppnonperfed_raw_AZ,ppnonperstloc_raw_AZ,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
AZ,2018-2019,4348,509281,"American Leadership Academy, Inc.","American Leadership Academy, Gilbert",400112.0,400112.0,,40011203573.0,2379.0,KG-12,4.0,2379,October Count Day,6804.44816083027,58.0809138474563,6862.52907467774,16187782.1746152,138174.494043098,16325956.6686583,,4712.23197277904,2150.29710189869,57.0160168467655,4655.21595593228,1.06489700069086,2149.232204898,1,1,1,1,0,0,1
AZ,2018-2019,4348,865358,"American Leadership Academy, Inc.","American Leadership Academy, Higley",400112.0,400112.0,,40011203576.0,194.0,KG-06,2.0,194,October Count Day,14479.0883348841,63.0559740383885,14542.1443089226,2808943.13696753,12232.8589634473,2821175.99593098,,9226.30500899236,5315.83929993021,24.0160711284122,9202.28893786395,39.0399029099763,5276.79939702024,1,1,1,1,0,0,1
AZ,2018-2019,79461,81178,American Virtual Academy,Primavera - Online,400329.0,400329.0,,40032903159.0,4617.0,06-12,4.0,4618,October Count Day,7310.16948782717,0,7310.16948782718,33758362.6947859,0,33758362.6947859,,7107.69825767506,202.471230152118,0,7107.69825767506,0,202.471230152118,1,1,1,1,0,1,1
AZ,2018-2019,4406,91755,Amphitheater Unified District,Amphi Academy Online,400680.0,400680.0,3501000200000.0,40068003330.0,43.0,KG-12,4.0,43,October Count Day,11477.7176868082,103.258773151488,11580.9764599597,493541.860532755,4440.12724551401,497981.987778267,11611.9,8734.2555923774,2846.72086758234,54.0284448791778,8680.22714749823,49.230328272311,2797.49053931003,1,1,1,1,0,0,0
AZ,2018-2019,4406,6055,Amphitheater Unified District,Amphitheater High School,400680.0,400680.0,3501000200000.0,40068000032.0,1293.0,09-12,4.0,1293,October Count Day,8494.06039684033,558.583626529821,9052.64402337015,10982820.0931145,722248.629103058,11705068.7222176,9083.57,7235.48498244113,1817.15904092902,400.65076114841,6834.83422129272,157.932865381411,1659.22617554761,1,1,1,1,0,0,0
AZ,2018-2019,4406,5805,Amphitheater Unified District,Amphitheater Middle School,400680.0,400680.0,3501000200000.0,40068000020.0,780.0,06-08,3.0,780,October Count Day,7789.62099115027,867.684021756693,8657.30501290697,6075904.37309721,676793.53697022,6752697.91006743,8688.23,6906.84743117452,1750.45758173243,615.281855339298,6291.56557583523,252.402166417395,1498.05541531504,1,1,1,1,0,0,0
AZ,2018-2019,4406,5808,Amphitheater Unified District,Canyon Del Oro High School,400680.0,400680.0,3501000200000.0,40068000033.0,1555.0,09-12,4.0,1554,October Count Day,7945.87265641698,155.75975489315,8101.63241131014,12347886.1080719,242050.659103955,12589936.7671759,8132.56,6240.65348861845,1860.97892269167,64.5203813845143,6176.13310723394,91.2393735086357,1769.73954918304,1,1,1,1,0,0,0
AZ,2018-2019,4406,5802,Amphitheater Unified District,Copper Creek Elementary School-Amphitheater Unified District,400680.0,400680.0,3501000200000.0,40068001394.0,398.0,PK-05,2.0,398,October Count Day,8927.2239891331,413.057292034725,9340.28128116782,3553035.14767497,164396.80222982,3717431.94990479,9371.21,7749.73598488339,1590.54529628443,363.826963762414,7385.90902112098,49.230328272311,1541.31496801212,1,1,1,1,0,0,0
AZ,2018-2019,4406,5799,Amphitheater Unified District,Coronado K-8 School,400680.0,400680.0,3501000200000.0,40068000021.0,813.0,KG-08,3.0,813,October Count Day,7560.98916334611,692.013691533757,8253.00285487987,6147084.18980038,562607.131216944,6709691.32101733,8283.93,6697.29627299301,1555.70658188685,622.792372551212,6074.5039004418,69.2213189825455,1486.48526290431,1,1,1,1,0,0,0
AZ,2018-2019,4406,5796,Amphitheater Unified District,E C Nash School,400680.0,400680.0,3501000200000.0,40068000023.0,381.0,KG-05,2.0,381,October Count Day,8679.38699187273,1554.68571932992,10234.0727112026,3306846.44390351,592335.2590647,3899181.70296819,10265.0,8458.99114506504,1775.08156613761,1265.15644819058,7193.83469687446,289.529271139343,1485.55229499827,1,1,1,1,0,0,0
AZ,2018-2019,4406,5794,Amphitheater Unified District,Frances Owen Holaway Elementary School,400680.0,400680.0,3501000200000.0,40068000025.0,385.0,PK-05,2.0,385,October Count Day,8773.35196589464,1456.96367680084,10230.3156426955,3377740.50686943,560931.015568325,3938671.52243776,10261.24,8527.49136580199,1702.82427689349,1284.8277538518,7242.66361195019,172.135922949046,1530.68835394445,1,1,1,1,0,0,0
AZ,2018-2019,4406,5795,Amphitheater Unified District,Helen Keeling Elementary School,400680.0,400680.0,3501000200000.0,40068000026.0,391.0,KG-05,2.0,391,October Count Day,7907.7725824976,1329.74536468792,9237.51794718552,3091939.07975656,519930.437592977,3611869.51734953,9268.44,7509.48571914015,1728.03222804537,1079.05622467997,6430.42949446018,250.689140007952,1477.34308803742,1,1,1,1,0,0,0
AZ,2018-2019,4406,79378,Amphitheater Unified District,Ironwood Ridge High School,400680.0,400680.0,3501000200000.0,40068002198.0,1830.0,09-12,4.0,1831,October Count Day,7274.44910288392,137.146177836628,7411.59528072055,13319516.3073804,251114.651618867,13570630.9589993,7442.52,5699.83394790475,1711.76133281579,59.2328328040154,5640.60111510074,77.9133450326133,1633.84798778318,1,1,1,1,0,0,0
AZ,2018-2019,4406,5797,Amphitheater Unified District,L M Prince School,400680.0,400680.0,3501000200000.0,40068000027.0,574.0,PK-05,2.0,574,October Count Day,7827.60359592812,1073.10158948165,8900.70518540978,4493044.46406274,615960.312362471,5109004.77642521,8931.63,7055.36609830082,1845.33908710895,847.671828965436,6207.69426933539,225.429760516221,1619.90932659273,1,1,1,1,0,0,0
AZ,2018-2019,4406,5804,Amphitheater Unified District,La Cima Middle School,400680.0,400680.0,3501000200000.0,40068001525.0,488.0,06-08,3.0,488,October Count Day,7985.56153627786,738.017550495282,8723.57908677314,3896954.02970359,360152.564641697,4257106.59434529,8754.51,7039.02090017253,1684.5581866006,576.260870922353,6462.76002925018,161.756679572929,1522.80150702768,1,1,1,1,0,0,0
AZ,2018-2019,4406,5806,Amphitheater Unified District,Lawrence W Cross Middle School,400680.0,400680.0,3501000200000.0,40068000028.0,684.0,06-08,3.0,684,October Count Day,7750.36524101014,103.258773151488,7853.62401416163,5301249.82485093,70629.0008356183,5371878.82568655,7884.55,6296.81199233964,1556.81202182198,54.0284448791778,6242.78354746047,49.230328272311,1507.58169354967,1,1,1,1,0,0,0
AZ,2018-2019,4406,5798,Amphitheater Unified District,Lulu Walker School,400680.0,400680.0,3501000200000.0,40068000029.0,430.0,PK-05,2.0,430,October Count Day,8193.32263181657,845.07721752283,9038.3998493394,3523128.73168112,363383.203534816,3886511.93521594,9069.33,7473.07578648905,1565.32406285034,734.364770489324,6738.71101599973,110.712447033506,1454.61161581684,1,1,1,1,0,0,0
AZ,2018-2019,4406,5792,Amphitheater Unified District,Marion Donaldson Elementary School,400680.0,400680.0,3501000200000.0,40068000022.0,305.0,PK-05,2.0,305,October Count Day,9177.81713883173,1406.97149085283,10584.7886296846,2799234.22734368,429126.304710113,3228360.5320538,10615.71,8982.58398780451,1602.20464188005,1273.83802863909,7708.74595916542,133.13346221374,1469.07117966632,1,1,1,1,0,0,0
AZ,2018-2019,4406,5800,Amphitheater Unified District,Mesa Verde Elementary School,400680.0,400680.0,3501000200000.0,40068001031.0,354.0,PK-05,2.0,354,October Count Day,8676.82581623056,1075.96104192833,9752.78685815891,3071596.33894561,380890.208842632,3452486.54778825,9783.71,8102.0137677476,1650.7730904113,897.852988189549,7204.16077955805,178.10805373879,1472.66503667251,1,1,1,1,0,0,0
AZ,2018-2019,4406,79282,Amphitheater Unified District,Painted Sky Elementary School,400680.0,400680.0,3501000200000.0,40068002066.0,417.0,PK-05,2.0,417,October Count Day,7899.70336770363,440.029483246365,8339.73285094999,3294176.30433241,183492.294513734,3477668.59884614,8370.66,6835.34869377656,1504.38415717343,390.799154974054,6444.54953880251,49.230328272311,1455.15382890112,1,1,1,1,0,0,0
AZ,2018-2019,4406,5807,Amphitheater Unified District,Richard B Wilson Jr School,400680.0,400680.0,3501000200000.0,40068001001.0,1100.0,PK-08,3.0,1100,October Count Day,7531.9215752438,328.40779548891,7860.32937073271,8285113.73276819,361248.575037801,8646362.30780598,7891.26,6343.64047478006,1516.68889595265,279.177467216599,6064.46300756346,49.230328272311,1467.45856768034,1,1,1,1,0,0,0
AZ,2018-2019,4406,5803,Amphitheater Unified District,Rillito Center,400680.0,400680.0,3501000200000.0,40068000030.0,82.0,PK-12,4.0,82,October Count Day,23632.9879536581,4755.71011976993,28388.6980734281,1937905.01219997,389968.229821134,2327873.2420211,28419.62,26858.0338819485,1530.66419147959,4706.47979149762,22151.5540904509,49.230328272311,1481.43386320728,1,1,1,1,0,0,0
AZ,2018-2019,4406,5801,Amphitheater Unified District,Rio Vista Elementary School,400680.0,400680.0,3501000200000.0,40068001286.0,433.0,KG-05,2.0,433,October Count Day,8423.06318337385,975.126020327899,9398.18920370174,3647186.35840087,422229.56680198,4069415.92520285,9429.12,7600.53036050882,1797.65884319292,779.123176528585,6821.40718398024,196.002843799315,1601.65599939361,1,1,1,1,0,0,0
AZ,2018-2019,4406,12976,Amphitheater Unified District,The Innovation Academy,400680.0,400680.0,3501000200000.0,40068003517.0,423.0,PK-05,2.0,423,October Count Day,7362.94406353957,240.832841118777,7603.77690465835,3114525.33887723,101872.291793242,3216397.63067048,7634.7,6043.73996080703,1560.03694385131,191.602512846466,5852.13744796057,49.230328272311,1510.806615579,1,1,1,1,0,0,0
AZ,2018-2019,4406,5793,Amphitheater Unified District,Winifred Harelson Elementary School,400680.0,400680.0,3501000200000.0,40068000031.0,498.0,KG-06,2.0,498,October Count Day,7119.43315327041,411.973120737596,7531.406274008,3545477.71032866,205162.614127322,3750640.32445598,7562.33,6018.62925627122,1512.77701773678,362.742792465285,5655.88646380594,49.230328272311,1463.54668946447,1,1,1,1,0,0,0
AZ,2018-2019,4506,6188,Antelope Union High School District,Antelope Union High School,400720.0,400720.0,3501400100000.0,40072000034.0,217.0,09-12,4.0,217,October Count Day,16909.1775502468,1108.17512308033,18017.3526733271,3669291.52840356,240474.001708433,3909765.53011198,,11467.5916263377,6549.76104698938,735.466619131585,10732.1250072062,372.708503948752,6177.05254304063,1,1,1,1,0,0,1
AZ,2018-2019,4506,92739,Antelope Union High School District,AUHS Online Acadamy,400720.0,400720.0,3501400100000.0,40072003466.0,5.0,09-12,4.0,5,October Count Day,6177.05254304063,372.708503948752,6549.76104698938,30885.2627152031,1863.54251974376,32748.8052349469,,0,6549.76104698938,0,0,372.708503948752,6177.05254304063,1,1,1,1,0,0,1
AZ,2018-2019,90532,90635,Anthem Preparatory Academy,Great Hearts Academies - Anthem Prep,400819.0,400819.0,,40081903187.0,814.0,KG-12,4.0,814,October Count Day,8257.27417297407,110.622367814726,8367.8965407888,6721421.17680089,90046.6074011869,6811467.78420208,7917.69,5603.1658617474,2764.73067904139,110.622367814726,5492.54349393268,0,2764.73067904139,1,1,1,1,0,0,0
AZ,2018-2019,4178,4786,Apache Elementary District,Apache Elementary School-Apache Elementary District,400750.0,400750.0,3500200100000.0,40075000039.0,5.0,KG-08,3.0,5,October Count Day,27462.7420604182,6598.14097598761,34060.8830364059,137313.710302091,32990.704879938,170304.415182029,,23686.9093725794,10373.9736638264,3254.22153369481,20432.6878388846,3343.9194422928,7030.05422153369,1,1,1,1,0,1,1
AZ,2018-2019,4443,5925,Apache Junction Unified District,Apache Junction High School,400790.0,400790.0,3501100100000.0,40079000043.0,965.0,09-12,4.0,965,October Count Day,8268.89556933451,683.174467545081,8952.07003687958,7979484.2244078,659263.361181003,8638747.58558879,8850.65,7433.00259655561,1519.06744032397,612.966109797558,6820.03648675806,70.2083577475234,1448.85908257645,1,1,1,1,0,0,0
AZ,2018-2019,4443,5923,Apache Junction Unified District,Cactus Canyon Junior High,400790.0,400790.0,3501100100000.0,40079000040.0,612.0,07-08,3.0,612,October Count Day,6956.15825733351,964.348479984734,7920.50673731825,4257168.8534881,590181.269750657,4847350.12323876,7819.08,6663.41007400408,1257.09666331416,816.376011170342,5847.03406283374,147.972468814392,1109.12419449977,1,1,1,1,0,0,0
AZ,2018-2019,4443,5922,Apache Junction Unified District,Desert Vista Elementary School,400790.0,400790.0,3501100100000.0,40079001461.0,668.0,PK-06,2.0,668,October Count Day,6843.9990229379,883.528918467982,7727.52794140588,4571791.34732251,590197.317536612,5161988.66485912,7626.11,6539.79770081575,1187.73024059012,727.868410644238,5811.92929017152,155.660507823744,1032.06973276638,1,1,1,1,0,0,0
AZ,2018-2019,4443,5920,Apache Junction Unified District,Four Peaks Elementary School,400790.0,400790.0,3501100100000.0,40079000041.0,687.0,PK-06,2.0,687,October Count Day,7136.31388225743,1189.26245186084,8325.57633411828,4902647.63711085,817023.304428401,5719670.94153925,8224.15,7055.84949875226,1269.726835366,945.575963589077,6110.27353516319,243.686488271769,1026.04034709424,1,1,1,1,0,0,0
AZ,2018-2019,4443,79631,Apache Junction Unified District,Peralta Trail Elementary School,400790.0,400790.0,3501100100000.0,40079002212.0,459.0,KG-06,2.0,459,October Count Day,7651.70391857256,923.89047815966,8575.59439673222,3512132.0986248,424065.729475283,3936197.82810008,8474.17,7417.16936011502,1158.42503661719,805.779203264111,6611.39015685091,118.111274895549,1040.31376172165,1,1,1,1,0,0,0
AZ,2018-2019,79426,79432,Aprender Tucson,Southside Community School,400318.0,400318.0,,40031802203.0,252.0,KG-09,3.0,252,October Count Day,-9374.01075059633,-714.982304331878,-10088.9930549282,-2362250.70915027,-180175.540691633,-2542426.2498419,,-7379.59151431472,-2709.40154061348,-714.982304331878,-6664.60920998285,0,-2709.40154061348,1,1,1,1,0,1,1
AZ,2018-2019,92980,1000276,ARCHES Academy (92980),ARCHES Academy,400989.0,400989.0,,40098903642.0,,KG-07,3.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,1,1,1,1,0,1,0
AZ,2018-2019,92312,92313,Archway Classical Academy Arete,Great Hearts Academies - Archway Arete,400888.0,400888.0,,40088803412.0,537.0,KG-05,2.0,537,October Count Day,8570.24715704503,125.966873434165,8696.21403047919,4602222.72333318,67644.2110341466,4669866.93436732,,5697.39383095959,2998.8201995196,125.966873434165,5571.42695752543,0,2998.8201995196,1,1,1,1,0,1,1
AZ,2018-2019,90917,90999,Archway Classical Academy Chandler,Great Hearts Academies - Archway Chandler,400834.0,400834.0,,40083403244.0,535.0,KG-12,4.0,537,October Count Day,8230.51703621327,123.286163150428,8353.8031993637,4419787.64844652,66204.6696117798,4485992.3180583,,5388.51739825894,2965.28580110475,123.286163150428,5265.23123510852,0,2965.28580110475,1,1,1,1,0,1,1
AZ,2018-2019,92314,92315,Archway Classical Academy Cicero,Great Hearts Academies - Archway Cicero,400886.0,400886.0,,40088603407.0,529.0,KG-05,2.0,529,October Count Day,8727.7834486033,233.455687737408,8961.23913634071,4616997.44431114,123498.058813088,4740495.50312423,,5492.10533639365,3469.13379994705,233.455687737408,5258.64964865625,0,3469.13379994705,1,1,1,1,0,1,1
AZ,2018-2019,91878,91879,Archway Classical Academy Glendale,Great Hearts Academies - Archway Glendale,400866.0,400866.0,,40086603356.0,555.0,KG-05,2.0,555,October Count Day,9007.16296908484,121.446268708393,9128.60923779323,4998975.44784208,67402.6791331581,5066378.12697524,,5747.11555111882,3381.49368667441,121.446268708393,5625.66928241043,0,3381.49368667441,1,1,1,1,0,1,1
AZ,2018-2019,92656,92708,Archway Classical Academy Lincoln,Great Hearts Academies - Archway Lincoln,400925.0,400925.0,,40092503464.0,697.0,KG-05,2.0,697,October Count Day,8854.83945725416,203.117134093226,9057.95659134738,6171823.10170615,141572.642462978,6313395.74416912,,5876.94726599002,3181.00932535736,203.117134093226,5673.8301318968,0,3181.00932535736,1,1,1,1,0,1,1
AZ,2018-2019,91758,91785,Archway Classical Academy North Phoenix,Great Hearts Academies - Archway North Phoenix,400873.0,400873.0,,40087303353.0,835.0,KG-06,2.0,835,October Count Day,8268.19206085567,115.086534429862,8383.27859528553,6903940.37081448,96097.2562489347,7000037.62706341,7625.15,5301.47097040274,3081.80762488279,115.086534429862,5186.38443597288,0,3081.80762488279,1,1,1,1,0,0,0
AZ,2018-2019,90857,90994,Archway Classical Academy Scottsdale,Great Hearts Academies - Archway Scottsdale,400841.0,400841.0,,40084103259.0,898.0,KG-05,2.0,898,October Count Day,9594.56600542583,61.1647703401359,9655.73077576597,8615920.27287239,54925.963765442,8670846.23663784,,5567.28374567439,4088.44703009157,61.1647703401359,5506.11897533426,0,4088.44703009157,1,1,1,1,0,1,1
AZ,2018-2019,92704,92707,Archway Classical Academy Trivium East,Great Hearts Academies - Archway Trivium East,400930.0,400930.0,,40093003462.0,518.0,KG-05,2.0,518,October Count Day,8042.87576892713,122.720943099105,8165.59671202624,4166209.64830425,63569.4485253363,4229779.09682959,7447.88,5099.93564325745,3065.66106876878,122.720943099105,4977.21470015835,0,3065.66106876878,1,1,1,1,0,0,0
AZ,2018-2019,90915,91001,Archway Classical Academy Trivium West,Great Hearts Academies - Archway Trivium West,400832.0,400832.0,,40083203290.0,534.0,KG-12,4.0,534,October Count Day,8098.12979844761,118.988158440569,8217.11795688817,4324401.31237102,63539.6766072638,4387940.98897828,,5303.80400315234,2913.31395373584,118.988158440569,5184.81584471177,0,2913.31395373584,1,1,1,1,0,1,1
AZ,2018-2019,90916,91000,Archway Classical Academy Veritas,Great Hearts Academies - Archway Veritas,400833.0,400833.0,,40083303283.0,718.0,KG-12,4.0,719,October Count Day,8786.18908012497,96.5947380361707,8882.78381816114,6317269.94860985,69451.6166480067,6386721.56525786,,5354.00123821858,3528.78257994256,96.5947380361707,5257.40650018241,0,3528.78257994256,1,1,1,1,0,1,1
AZ,2018-2019,89486,89487,Arete Preparatory Academy,Great Hearts Academies - Arete Prep,400757.0,400757.0,,40075702820.0,556.0,06-12,4.0,556,October Count Day,8988.83370018775,111.060384292599,9099.89408448036,4997791.53730439,61749.573666685,5059541.11097108,8778.78,5791.95294706672,3307.94113741363,111.060384292599,5680.89256277413,0,3307.94113741363,1,1,1,1,0,0,0
AZ,2018-2019,6378,10755,"Arizona Academy of Science And Technology, Inc.",Arizona Academy of Science and Technology,400164.0,400164.0,,40016401726.0,,,,56,October Count Day,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,1,1,0,1,1
