state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_OR,enrollmetric,pp_stloc_raw_OR,pp_fed_raw_OR,pp_total_raw_OR,schoolstloc_raw_OR,schoolfed_raw_OR,schooltot_raw_OR,pp_total_norm_NERDS,direct_class_expenditures_raw_OR,class_support_raw_OR,building_support_raw_OR,central_support_raw_OR,other_expenditure_raw_OR,direct_support_support_raw_OR,esd_internal_raw_OR,dist_notes_raw_OR,ode_notes_raw_OR,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
OR,2018-2019,2243,1183,Beaverton SD 48J,Mountain View Middle School,4101920.0,4101920.0,38503400500000.0,410192001236.0,922.0,06-08,3.0,904.016688732473,ADM,,,13104.1287710037,,,11846351.1002866,12204.2598786322,6094407.3295509,2793652.22991636,2017972.90805235,245272.533778568,333058.541372535,361987.557615987,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,5381,Beaverton SD 48J,Mountainside High School,4101920.0,4101920.0,38503400500000.0,410192001855.0,1388.0,09-12,4.0,1395.34558898161,ADM,,,4342.40950329227,,,6059161.94597069,3442.54061092084,1262165.98599036,1221455.67831973,2124162.80951629,378577.024486266,514074.322265464,558726.125392545,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2243,1303,Beaverton SD 48J,Nancy Ryles Elementary School,4101920.0,4101920.0,38503400500000.0,410192000210.0,645.0,KG-05,2.0,645.81355932197,ADM,,,11426.2313183731,,,7379215.11735469,10526.3624260016,4138364.95386719,1257709.64410455,1311393.49226167,175218.36711394,237931.140815513,258597.519191849,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1171,Beaverton SD 48J,Oak Hills Elementary School,4101920.0,4101920.0,38503400500000.0,410192001223.0,570.0,KG-05,2.0,569.005649717455,ADM,,,13563.7343224842,,,7717841.46076006,12663.8654301127,4631476.6216123,1330523.49316892,1163986.54811084,154379.293192253,209633.510188118,227841.994487641,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1172,Beaverton SD 48J,Raleigh Hills Elementary School,4101920.0,4101920.0,38503400500000.0,410192001224.0,549.0,KG-08,3.0,548.220338983003,ADM,,,15785.1321166802,,,8653730.4798979,14885.2632243087,5432840.82742211,1489755.30680686,1160899.51921855,148739.943949307,201975.769615986,219519.112885087,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1173,Beaverton SD 48J,Raleigh Park Elementary School,4101920.0,4101920.0,38503400500000.0,410192001225.0,362.0,KG-05,2.0,365.047395148859,ADM,,,16356.0253468231,,,5970724.44784648,15456.1564544516,3686134.83590934,1050811.94034685,854071.332338037,99042.5294946334,134491.04919799,146172.760559644,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1174,Beaverton SD 48J,Ridgewood Elementary School,4101920.0,4101920.0,38503400500000.0,410192001226.0,421.0,KG-05,2.0,419.524821264675,ADM,,,16166.47499016,,,6782237.53072671,15266.6060977885,4282044.18116712,1176908.45374685,886913.519863281,113823.026916529,154561.665488606,167986.683544317,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1175,Beaverton SD 48J,Rock Creek Elementary School,4101920.0,4101920.0,38503400500000.0,410192001227.0,576.0,KG-05,2.0,568.126682808643,ADM,,,13060.003993865,,,7419736.74650215,12160.1351014935,4254148.07823129,1369514.64434046,1176374.48900936,154140.817018617,238068.680506417,227490.037396017,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,5382,Beaverton SD 48J,Sato Elementary School,4101920.0,4101920.0,38503400500000.0,410192001856.0,608.0,KG-05,2.0,618.056497175041,ADM,,,4342.40950329226,,,2683854.40690442,3442.54061092083,559065.721291337,541033.43570093,940879.905197765,167687.482952308,227704.862090056,247482.999672027,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,2243,2781,Beaverton SD 48J,Scholls Heights Elementary School,4101920.0,4101920.0,38503400500000.0,410192001430.0,547.0,KG-05,2.0,557.570621468884,ADM,,,14343.9286925726,,,7997753.23542306,13444.0598002011,5070269.57654546,1187144.72406678,1160378.35334652,151276.808042019,205420.608063088,223263.165359195,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1314,Beaverton SD 48J,School of Science & Technology,4101920.0,4101920.0,38503400500000.0,410192000536.0,162.0,09-12,4.0,162.65713228779,ADM,,,13563.9772814954,,,2206277.64702477,12664.1083891239,1254276.9339978,531200.293921898,251611.582052598,44131.1841591324,59926.2689492701,65131.3839440657,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1270,Beaverton SD 48J,Sexton Mountain Elementary School,4101920.0,4101920.0,38503400500000.0,410192011348.0,550.0,KG-05,2.0,549.905770081611,ADM,,,13520.3221286698,,,7434903.15191761,12620.4532362983,4531176.31153094,1179441.60713458,1152297.29506604,149197.22528185,202596.71747047,220193.995433738,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,2783,Beaverton SD 48J,Southridge High School,4101920.0,4101920.0,38503400500000.0,410192001432.0,1440.0,09-12,4.0,1453.38911933196,ADM,,,14723.6664009186,,,21399216.5437686,13823.7975085471,10928221.2465089,5635802.51307789,3209849.21963852,394325.056503735,649050.51549041,581967.992549218,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,4712,Beaverton SD 48J,Springville K-8 School,4101920.0,4101920.0,38503400500000.0,410192001779.0,842.0,KG-08,3.0,849.644674516059,ADM,,,13191.938589416,,,11208460.3690401,12292.0696970445,6641764.29509008,1920839.78183804,1762093.0511934,230520.636098225,313026.761017024,340215.843803428,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,2782,Beaverton SD 48J,Stoller Middle School,4101920.0,4101920.0,38503400500000.0,410192001431.0,1543.0,06-08,3.0,1548.84203220548,ADM,,,11185.5712070765,,,17324682.8397474,10285.702314705,9155977.55842803,3517874.41100738,3039793.10934152,420222.783933811,570625.602925668,620189.374111171,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1188,Beaverton SD 48J,Sunset High School,4101920.0,4101920.0,38503400500000.0,410192001241.0,2082.0,09-12,4.0,2122.29284892527,ADM,,,12874.95658282,,,27324428.2859422,11975.0876904485,13982571.1053918,6909366.71827582,4135304.58507886,575808.113903171,871566.455046253,849811.308246414,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1176,Beaverton SD 48J,Terra Linda Elementary School,4101920.0,4101920.0,38503400500000.0,410192001229.0,353.0,KG-05,2.0,356.601473976544,ADM,,,15960.1025930087,,,5691396.10948376,15060.2337006372,3573240.60078745,937618.651634054,809615.595727472,96751.0314372996,131379.396259211,142790.833638283,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1177,Beaverton SD 48J,Vose Elementary School,4101920.0,4101920.0,38503400500000.0,410192001230.0,649.0,PK-05,2.0,644.432583028352,ADM,,,14878.4304600434,,,9588145.37277348,13978.5615676719,5785626.78569049,1614323.13699999,1513884.8541211,174843.688682839,241422.360440377,258044.546838702,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1178,Beaverton SD 48J,West Tualatin View Elementary School,4101920.0,4101920.0,38503400500000.0,410192001231.0,347.0,KG-05,2.0,348.21387921968,ADM,,,15857.9737851809,,,5521966.56830183,14958.1048928094,3400504.07508104,955100.340617585,792993.350598739,94475.3581627183,139461.181984411,139432.261857305,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1320,Beaverton SD 48J,Westview High School,4101920.0,4101920.0,38503400500000.0,410192000554.0,2466.0,09-12,4.0,2478.05338314458,ADM,,,12502.0984500821,,,30980867.3606325,11602.2295577106,15834675.4804253,7771433.01923638,4787031.08120677,672330.986471743,923131.381616937,992265.411675379,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1185,Beaverton SD 48J,Whitford Middle School,4101920.0,4101920.0,38503400500000.0,410192001238.0,713.0,06-08,3.0,708.618382556713,ADM,,,14901.3590510076,,,10559376.9486218,14001.4901586361,5926386.16279338,2228771.18279657,1667145.74483399,192258.205338496,261069.743319692,283745.909539736,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,2243,1179,Beaverton SD 48J,William Walker Elementary School,4101920.0,4101920.0,38503400500000.0,410192001232.0,448.0,PK-05,2.0,447.725959428925,ADM,,,17366.1747936443,,,7775287.2710948,16466.3059012728,4926028.96465644,1316150.80679603,1067402.53282933,121474.395192355,164951.551050565,179279.020570065,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,1324,Bend-LaPine Administrative SD 1,Amity Creek Elementary School,4101980.0,4101980.0,38500900200000.0,410198000607.0,167.0,KG-05,2.0,165.323529411761,ADM,,,12054.0401277554,,,1992816.45759151,11084.628830842,1151684.09706431,361280.965215857,350985.719699211,53260.1622016486,8129.02236825697,67476.4910422263,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,241,Bend-LaPine Administrative SD 1,Bear Creek Elementary School,4101980.0,4101980.0,38500900200000.0,410198000258.0,580.0,KG-05,2.0,575.917647058772,ADM,,,11554.1447855963,,,6654235.878697,10584.7334886829,4037556.12044571,1047412.96677221,1120352.97413411,185536.005711235,28318.095142733,235059.716491008,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,5309,Bend-LaPine Administrative SD 1,Bend International School,4101980.0,4101980.0,38500900200000.0,410198001845.0,209.0,KG-08,3.0,207.823529411594,ADM,,,4723.99899984202,,,981758.145084008,3754.58770292862,328321.290331784,162529.596757608,328913.864670546,66951.8423975356,10218.7639306276,84822.7869959063,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,1976,251,Bend-LaPine Administrative SD 1,Bend Senior High School,4101980.0,4101980.0,38500900200000.0,410198000270.0,1743.0,09-12,4.0,1676.14831096856,ADM,,,11897.770038666,,,19942427.1546023,10928.3587417526,10152847.3397301,4856194.44990494,3626868.46874787,539983.214935249,82416.8656504029,684116.815633788,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,250,Bend-LaPine Administrative SD 1,Buckingham Elementary School,4101980.0,4101980.0,38500900200000.0,410198001290.0,570.0,KG-05,2.0,559.488235294063,ADM,,,11112.9104451761,,,6217542.65395253,10143.4991482627,3728173.69304131,979058.139994838,1074203.33098591,180243.152730298,27510.2545636707,228354.082636498,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,242,Bend-LaPine Administrative SD 1,Cascade Middle School,4101980.0,4101980.0,38500900200000.0,410198000259.0,753.0,06-08,3.0,748.556448504831,ADM,,,10575.7553353186,,,7916549.8540621,9606.3440384052,4112536.92335445,1699876.62291827,1520654.73796313,241152.835330293,36806.8122877002,305521.922208272,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,5384,Bend-LaPine Administrative SD 1,Desert Sky Montessori,4101980.0,4101980.0,38500900200000.0,410198001860.0,134.0,KG-05,2.0,132.517647058811,ADM,,,4723.99899984202,,,626013.23216724,3754.58770292862,209352.449153689,103636.194615286,209730.30125399,42691.5116199485,6515.94434841059,54086.8311759176,0,No notes provided,Expenditure data incorrectly reported. No expenses reported specifically at the school; only proportional expenses reported at district are reflected.,0,0,1,1,0,1,0
OR,2018-2019,1976,1308,Bend-LaPine Administrative SD 1,Elk Meadow Elementary School,4101980.0,4101980.0,38500900200000.0,410198000245.0,565.0,KG-05,2.0,559.605882352903,ADM,,,11488.3478199154,,,6428947.0185408,10518.936523002,3763407.85281509,1080562.05655967,1148777.91621078,180281.053575136,27516.0393154013,228402.100064751,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,4129,Bend-LaPine Administrative SD 1,Ensworth Elementary School,4101980.0,4101980.0,38500900200000.0,410198001603.0,208.0,KG-05,2.0,206.952941176446,ADM,,,14223.643502714,,,2943624.8571319,13254.2322058006,1748396.85800625,520484.638178041,513428.570007,66671.3761458182,10175.9567678344,84467.4580269481,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,1309,Bend-LaPine Administrative SD 1,High Desert Middle School,4101980.0,4101980.0,38500900200000.0,410198000263.0,838.0,06-08,3.0,834.642441860397,ADM,,,10559.1606639725,,,8813123.64057425,9589.7493670591,4658204.36096449,1863295.82340559,1641039.94551091,268886.056280277,41039.694128966,340657.760283991,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,3218,Bend-LaPine Administrative SD 1,High Lakes Elementary School,4101980.0,4101980.0,38500900200000.0,410198001487.0,593.0,KG-05,2.0,596.511764705853,ADM,,,10762.5691389846,,,6419999.10986445,9793.1578420712,3784731.48384096,1003052.09594428,1167249.09824149,192170.548599268,29330.7159330301,243465.167305421,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,3219,Bend-LaPine Administrative SD 1,Highland School at Kenwood Elementary School,4101980.0,4101980.0,38500900200000.0,410198001438.0,393.0,KG-05,2.0,392.999999999999,ADM,,,11154.368211038,,,4383666.70693792,10184.9569141246,2532912.60421693,707240.419787283,837179.728560918,126607.772164818,19323.9631532915,160402.21905466,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,246,Bend-LaPine Administrative SD 1,Juniper Elementary School,4101980.0,4101980.0,38500900200000.0,410198000265.0,489.0,KG-05,2.0,487.350924369625,ADM,,,11914.7748551108,,,5806676.53929421,10945.3635581974,3536984.46659791,925461.137518889,964352.726960159,157003.59999212,23963.2348733873,198911.373351725,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,245,Bend-LaPine Administrative SD 1,LaPine Elementary School,4101980.0,4101980.0,38500900200000.0,410198000262.0,381.0,KG-05,2.0,386.07058823523,ADM,,,11511.7985625565,,,4444366.84269166,10542.3872656431,2599605.68354287,710548.293119229,833280.219818043,124375.412404131,18983.2412764051,157573.992530965,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,1310,Bend-LaPine Administrative SD 1,LaPine Middle School,4101980.0,4101980.0,38500900200000.0,410198000264.0,326.0,06-08,3.0,319.702220674811,ADM,,,11810.0367358898,,,3775694.97071506,10840.6254389764,1780945.31042106,984805.736266667,760743.808299436,102994.366197921,15719.8827795052,130485.86675049,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,253,Bend-LaPine Administrative SD 1,LaPine Senior High School,4101980.0,4101980.0,38500900200000.0,410198000272.0,432.0,09-12,4.0,414.546385535178,ADM,,,15682.7797021152,,,6501239.64065631,14713.3684052018,2912261.48811315,2050985.20558534,1212154.10840328,133549.094991315,23093.4073267481,169196.336236467,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,1317,Bend-LaPine Administrative SD 1,Lava Ridge Elementary School,4101980.0,4101980.0,38500900200000.0,410198000546.0,578.0,KG-05,2.0,582.576470588194,ADM,,,11237.4693193158,,,6546685.21439011,10268.0580224024,3981681.95364006,981743.40834113,1128557.64385978,188279.193528789,28645.5120906384,237777.502929717,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,1338,Bend-LaPine Administrative SD 1,Marshall High School,4101980.0,4101980.0,38500900200000.0,410198000688.0,141.0,09-12,4.0,130.351706732431,ADM,,,20639.1894641941,,,2690353.5722317,19669.7781672807,1628508.10913202,593352.808418453,366886.665412571,41993.7383900123,6409.44421848896,53202.8066601634,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,252,Bend-LaPine Administrative SD 1,Mountain View Senior High School,4101980.0,4101980.0,38500900200000.0,410198000271.0,1393.0,09-12,4.0,1345.7234531493,ADM,,,11474.9111272478,,,15442057.0267412,10505.4998303344,7474383.07054273,4076191.17305759,2840724.03786001,433534.474181119,67969.7466238611,549254.524475951,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,5452,Bend-LaPine Administrative SD 1,North Star Elementary,4101980.0,4101980.0,38500900200000.0,410198001875.0,,KG-05,2.0,NRD,ADM,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,0,0,1,1,0,1,0
OR,2018-2019,1976,5292,Bend-LaPine Administrative SD 1,Pacific Crest Middle School,4101980.0,4101980.0,38500900200000.0,410198001839.0,711.0,06-08,3.0,710.935066445083,ADM,,,10300.3171294616,,,7322856.6428392,9330.9058325482,3843171.40011277,1523269.25283736,1402259.37358782,229032.836937555,34956.9542706556,290166.825093038,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,249,Bend-LaPine Administrative SD 1,Pilot Butte Middle School,4101980.0,4101980.0,38500900200000.0,410198000268.0,683.0,06-08,3.0,674.587817582647,ADM,,,11113.005097587,,,7496697.85556604,10143.5938006736,3831559.75278723,1679790.38601463,1459522.89810822,217323.309703984,33169.7458794565,275331.763072512,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,3947,Bend-LaPine Administrative SD 1,Pine Ridge Elementary,4101980.0,4101980.0,38500900200000.0,410198001576.0,495.0,KG-05,2.0,508.705882352901,ADM,,,11369.4527429045,,,5783707.48944884,10400.0414459911,3351050.04170149,1007099.49628951,1029034.07218596,163883.253058115,25013.2664795169,207627.359734261,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,4646,Bend-LaPine Administrative SD 1,Ponderosa Elementary,4101980.0,4101980.0,38500900200000.0,410198001747.0,575.0,KG-05,2.0,575.235039773264,ADM,,,11449.4052468691,,,6586099.08256296,10479.9939499557,4037076.93194273,964331.15978478,1136309.24928962,185316.098872351,28284.5310764905,234781.111597017,0,No notes provided,No notes provided,0,0,1,1,0,0,0
OR,2018-2019,1976,247,Bend-LaPine Administrative SD 1,R E Jewell Elementary School,4101980.0,4101980.0,38500900200000.0,410198000266.0,542.0,KG-05,2.0,542.841176470541,ADM,,,11140.6109684609,,,6047582.36471992,10171.1996715475,3548956.04505548,995673.161072556,1079821.64667179,174880.183186423,26691.7121939089,221559.616539739,0,No notes provided,No notes provided,0,0,1,1,0,0,0
