state,year,distid_stateassigned,schoolid_stateassigned,distname,schoolname,ncesdistid_admin,ncesdistid_geo,census_id,ncesid,ncesenroll,gradespan,level,enroll_raw_ND,enrollmetric,pp_stloc_raw_ND,pp_fed_raw_ND,pp_total_raw_ND,schoolstloc_raw_ND,schoolfed_raw_ND,schooltot_raw_ND,pp_total_norm_NERDS,countenroll,noaudit,nositecen,adfinvars,distflex,flag_nerds,flag_f33
ND,2018-2019,9006,52011,West Fargo Public School District,Legacy Elementary School,3819410,3819410,35500905900000.0,381941000872,563.0,KG-05,2.0,563,September Count,9250.03,395.01,9645.04,5207766.89,222390.63,5430157.52,10828.59077,1,0,1,0,0,0,0
ND,2018-2019,9006,52582,West Fargo Public School District,Liberty Middle School,3819410,3819410,35500905900000.0,381941000859,1178.0,06-08,3.0,1178,September Count,10750.93,395.01,11145.95,12664595.54,465321.779999999,13129929.1,12329.50077,1,0,1,0,0,0,0
ND,2018-2019,9006,80611,West Fargo Public School District,Osgood Elem School,3819410,3819410,35500905900000.0,381941000841,528.0,KG-05,2.0,528,September Count,9917.94,768.03,10685.97,5236672.32,405519.839999999,5642192.15999999,11869.52077,1,0,1,0,0,0,0
ND,2018-2019,9006,80541,West Fargo Public School District,South Elementary School,3819410,3819410,35500905900000.0,381941000682,413.0,KG-05,2.0,413,September Count,10564.32,981.7,11546.03,4363064.16,405442.1,4768510.39,12729.58077,1,0,1,0,0,0,0
ND,2018-2019,9006,93153,West Fargo Public School District,West Fargo High School,3819410,3819410,35500905900000.0,381941000683,1487.0,09-12,4.0,1487,September Count,11770.81,639.84,12410.65,17503194.47,951442.08,18454636.55,13594.20077,1,0,1,0,0,0,0
ND,2018-2019,9006,78653,West Fargo Public School District,West Fargo Sheyenne High School,3819410,3819410,35500905900000.0,381941000838,1393.0,09-12,4.0,1393,September Count,10027.09,441.61,10468.71,13967736.37,615162.73,14582913.03,11652.26077,1,0,1,0,0,0,0
ND,2018-2019,9006,78652,West Fargo Public School District,West Fargo Sheyenne Middle School,3819410,3819410,35500905900000.0,381941000894,,,,,September Count,10027.09,441.61,10468.71,,,,11652.26077,1,0,1,0,0,0,0
ND,2018-2019,9006,93501,West Fargo Public School District,Westside Elementary School,3819410,3819410,35500905900000.0,381941000684,478.0,KG-05,2.0,478,September Count,10939.89,395.01,11334.9,5229267.42,188814.78,5418082.2,12518.45077,1,0,1,0,0,0,0
ND,2018-2019,9006,94201,West Fargo Public School District,Willow Park Elementary School,3819410,3819410,35500905900000.0,381941000888,447.0,KG-05,2.0,447,September Count,11021.19,1755.74,12776.93,4926471.93,784815.78,5711287.71,13960.48077,1,0,1,0,0,0,0
ND,2018-2019,5017,93251,Westhope Public School District,Westhope Elementary School,3819470,3819470,35500503300000.0,381947000685,93.0,PK-06,2.0,97,September Count,14154.01,492.1,14646.11,1372938.97,47733.7,1420672.67,17874.39686,1,0,1,0,0,0,0
ND,2018-2019,5017,93253,Westhope Public School District,Westhope High School,3819470,3819470,35500503300000.0,381947000686,47.0,07-12,4.0,47,September Count,14154.01,492.1,14646.11,665238.47,23128.7,688367.17,17874.39686,1,0,1,0,0,0,0
ND,2018-2019,28085,93631,White Shield Public School District,White Shield Elementary School,3819680,3819680,35502806300000.0,381968000807,,PK-08,3.0,100,September Count,12254.97,0,12254.97,1225497,0,1225497,16775.71897,1,0,1,0,0,0,0
ND,2018-2019,28085,93633,White Shield Public School District,White Shield High School,3819680,3819680,35502806300000.0,381968000808,,09-12,4.0,45,September Count,12254.97,0,12254.97,551473.65,0,551473.65,16775.71897,1,0,1,0,0,0,0
ND,2018-2019,53008,30451,Williams County Public School District,Garden Valley Elementary School,3813760,3813760,35505301400000.0,381376000831,337.0,PK-02,2.0,218,September Count,8051.42,0,8051.42,1755209.56,0,1755209.56,10783.85314,1,0,1,0,0,0,0
ND,2018-2019,53008,57451,Williams County Public School District,Missouri Ridge Elementary School,3813760,3813760,35505301400000.0,381376000891,,,,,September Count,9860.31,0,9860.31,,,,12592.74314,1,0,1,0,0,0,0
ND,2018-2019,53008,57452,Williams County Public School District,Missouri Ridge Middle School,3813760,3813760,35505301400000.0,381376000892,156.0,03-08,3.0,253,September Count,9860.31,0,9860.31,2494658.42999999,0,2494658.42999999,12592.74314,1,0,1,0,0,0,0
ND,2018-2019,53008,76001,Williams County Public School District,Round Prairie Elementary School,3813760,3813760,35505301400000.0,381376000482,63.0,KG-05,2.0,61,September Count,10554.97,0,10554.97,643853.169999999,0,643853.169999999,13287.40314,1,0,1,0,0,0,0
ND,2018-2019,53001,7691,Williston Public School District,Bakken Elementary School,3819880,3819880,35505302300000.0,381988000882,717.0,05-06,2.0,717,September Count,8606.63,172.25,8778.88,6170953.70999999,123503.25,6294456.95999999,9406.262336,1,0,1,0,0,0,0
ND,2018-2019,53001,17753,Williston Public School District,Del Easton Alternative High School,3819880,3819880,35505302300000.0,381988000848,17.0,09-12,4.0,17,September Count,16127.13,138.23,16265.35,274161.209999999,2349.91,276510.95,16892.73234,1,0,1,0,0,0,0
ND,2018-2019,53001,33701,Williston Public School District,Hagan Elementary School,3819880,3819880,35505302300000.0,381988000758,491.0,KG-04,2.0,491,September Count,9882.31,752.35,10634.66,4852214.21,369403.85,5221618.06,11262.04234,1,0,1,0,0,0,0
ND,2018-2019,53001,52311,Williston Public School District,Lewis And Clark Elementary School,3819880,3819880,35505302300000.0,381988000690,277.0,KG-04,2.0,277,September Count,9847.21,460.2,10307.42,2727677.17,127475.4,2855155.34,10934.80234,1,0,1,0,0,0,0
ND,2018-2019,53001,56291,Williston Public School District,McVay Elementary School,3819880,3819880,35505302300000.0,381988000860,432.0,KG-04,2.0,432,September Count,9265.55,855.11,10120.66,4002717.59999999,369407.52,4372125.12,10748.04234,1,0,1,0,0,0,0
ND,2018-2019,53001,74451,Williston Public School District,Rickard Elementary School,3819880,3819880,35505302300000.0,381988000692,285.0,KG-04,2.0,285,September Count,9777.84,138.23,9916.07,2786684.4,39395.5499999999,2826079.94999999,10543.45234,1,0,1,0,0,0,0
ND,2018-2019,53001,94121,Williston Public School District,Wilkinson Elementary School,3819880,3819880,35505302300000.0,381988000694,281.0,KG-04,2.0,281,September Count,9140.95,579.27,9720.22,2568606.95,162774.87,2731381.82,10347.60234,1,0,1,0,0,0,0
ND,2018-2019,53001,94163,Williston Public School District,Williston High School,3819880,3819880,35505302300000.0,381988000695,1262.0,09-12,4.0,1262,September Count,10141.77,138.23,10280,12798913.74,174446.259999999,12973360,10907.38234,1,0,1,0,0,0,0
ND,2018-2019,53001,94182,Williston Public School District,Williston Middle School,3819880,3819880,35505302300000.0,381988000696,587.0,07-08,3.0,587,September Count,10383.77,156.57,10540.34,6095272.99,91906.59,6187179.58,11167.72234,1,0,1,0,0,0,0
ND,2018-2019,28001,94511,Wilton Public School District,Wilton Elementary School,3813200,3813200,35502803200000.0,381320000456,150.0,PK-06,2.0,130,September Count,11257.92,307.29,11565.22,1463529.6,39947.7,1503478.59999999,14602.92282,1,0,1,0,0,0,0
ND,2018-2019,28001,94513,Wilton Public School District,Wilton High School,3813200,3813200,35502803200000.0,381320000457,91.0,07-12,4.0,91,September Count,11257.92,307.29,11565.22,1024470.72,27963.39,1052435.02,14602.92282,1,0,1,0,0,0,0
ND,2018-2019,8028,94701,Wing Public School District,Wing Elementary School,3820130,3820130,35500802800000.0,382013000704,52.0,PK-08,3.0,47,September Count,16920.1,377.16,17297.25,795244.7,17726.52,812970.75,22458.16964,1,0,1,0,0,0,0
ND,2018-2019,8028,94703,Wing Public School District,Wing High School,3820130,3820130,35500802800000.0,382013000705,32.0,09-12,4.0,32,September Count,16920.1,377.16,17297.25,541443.2,12069.12,553512,22458.16964,1,0,1,0,0,0,0
ND,2018-2019,26019,94771,Wishek Public School District,Wishek Elementary School,3820190,3820190,35502680100000.0,382019000706,141.0,PK-06,2.0,122,September Count,11577.01,485.68,12062.69,1412395.22,59252.96,1471648.18,15314.50505,1,0,1,0,0,0,0
ND,2018-2019,26019,94773,Wishek Public School District,Wishek High School,3820190,3820190,35502680100000.0,382019000707,79.0,07-12,4.0,79,September Count,11577.01,485.68,12062.69,914583.79,38368.72,952952.51,15314.50505,1,0,1,0,0,0,0
ND,2018-2019,35001,95081,Wolford Public School District,Wolford Elementary School,3820230,3820230,35503503100000.0,382023000708,,,,,September Count,0,0,0,,,,,1,0,1,0,0,1,1
ND,2018-2019,35001,95083,Wolford Public School District,Wolford High School,3820230,3820230,35503503100000.0,382023000709,,,,28,September Count,0,0,0,0,0,0,,1,0,1,0,0,1,1
ND,2018-2019,39042,96271,Wyndmere Public School District,Wyndmere Elementary School,3820310,3820310,35503904200000.0,382031000712,147.0,PK-06,2.0,142,September Count,10771.53,232.58,11004.1,1529557.26,33026.36,1562582.2,13193.77312,1,0,1,0,0,0,0
ND,2018-2019,39042,96273,Wyndmere Public School District,Wyndmere High School,3820310,3820310,35503904200000.0,382031000713,105.0,07-12,4.0,105,September Count,10771.53,232.58,11004.1,1131010.65,24420.9,1155430.5,13193.77312,1,0,1,0,0,0,0
ND,2018-2019,27014,27411,Yellowstone Public School District,East Fairview Elementary School,3820340,3820340,35502703100000.0,382034000714,83.0,PK-08,3.0,83,September Count,14067.27,310.86,14378.13,1167583.41,25801.38,1193384.79,17144.57831,1,0,1,0,0,0,0
ND,2018-2019,26004,98491,Zeeland Public School District,Zeeland Elementary School,3820400,3820400,35502603000000.0,382040000717,13.0,PK-06,2.0,10,September Count,28359.36,0,28359.36,283593.6,0,283593.6,34970.26065,1,0,1,0,0,0,0
ND,2018-2019,26004,98493,Zeeland Public School District,Zeeland High School,3820400,3820400,35502603000000.0,382040000718,18.0,07-12,4.0,18,September Count,28359.36,0,28359.36,510468.48,0,510468.48,34970.26065,1,0,1,0,0,0,0
